,item,similar_items
411,237347059,"[237347059, 237347028, 237347035, 237347022, 237347063]"
412,237347060,"[237347011, 237347060, 237347055, 237347027, 237347039]"
413,237347063,"[237347063, 237347022, 237347036, 237347059, 237347028]"
414,237347069,"[237347045, 237347069, 237347004, 237347027, 237347011]"
415,238197014,"[238197014, 306307005, 306307019, 306307043, 238197030]"
416,238197030,"[238197030, 238197014, 306307005, 306307019, 306307043]"
417,238197034,"[238197034, 306307020, 189634001, 272591016, 445419010]"
418,240561001,"[240561001, 111593001, 417951005, 417951001, 243937001]"
419,240670058,"[240670058, 240670060, 477507008, 444325007, 477507007]"
420,240670060,"[240670060, 240670058, 444325007, 444325004, 444325008]"
421,240840032,"[189383001, 318951002, 244269020, 318951019, 318951020]"
422,241412034,"[241412034, 241412037, 394803004, 457722015, 394803011]"
423,241412037,"[241412037, 241412034, 394803004, 457722015, 394803011]"
424,241412038,"[241412044, 241412046, 241412045, 212629035, 212629049]"
425,241412043,"[241412043, 241412046, 241412052, 241412038, 212629050]"
426,241412044,"[241412044, 241412046, 241412045, 212629035, 212629032]"
427,241412045,"[241412045, 212629031, 355072045, 212629032, 212629048]"
428,241412046,"[241412046, 241412052, 241412043, 241412038, 212629050]"
429,241412052,"[241412052, 241412046, 241412043, 212629050, 212629033]"
430,241436001,"[241436001, 241436006, 356438015, 377436002, 377436011]"
431,241436006,"[241436006, 241436001, 356438015, 377436002, 377436011]"
432,241486015,"[241486015, 241486016, 458064001, 442345027, 442345026]"
433,241486016,"[241486015, 241486016, 458064001, 442345027, 442345026]"
434,241590001,"[241590001, 391772001, 241602003, 391750001, 241602018]"
435,241602003,"[241602003, 391750001, 241602018, 241590001, 391750011]"
436,241602018,"[241602018, 391750012, 241602003, 391750011, 391750001]"
437,241602024,"[241602024, 241602028, 241602027, 391750013, 391750015]"
438,241602027,"[241602027, 241602028, 241602024, 391750013, 391750015]"
439,241602028,"[241602028, 241602024, 241602027, 391750013, 391750015]"
440,242354009,"[242354009, 466891001, 466891002, 451556008, 451556009]"
441,243613004,"[243613004, 348870001, 307656023, 307656018, 438499003]"
442,243937001,"[243937028, 266875001, 243937024, 266875006, 111593001]"
443,243937018,"[243937024, 243937028, 266875006, 266875001, 111593001]"
444,243937023,"[243937023, 243937024, 297067003, 266875024, 266875019]"
445,243937024,"[243937024, 243937028, 266875006, 266875001, 243937023]"
446,243937025,"[243937028, 266875001, 243937024, 266875006, 111593001]"
447,243937028,"[243937028, 266875001, 243937024, 266875006, 111593001]"
448,244267001,"[244267001, 244267021, 244267028, 244267017, 244267029]"
449,244267004,"[244267004, 244267032, 244267027, 244267017, 244267029]"
450,244267017,"[244267017, 244267029, 244267021, 244267001, 244267028]"
451,244267021,"[244267021, 244267001, 244267028, 244267017, 244267029]"
452,244267027,"[244267027, 244267004, 244267032, 244267029, 244267017]"
453,244267028,"[244267028, 244267001, 244267021, 244267029, 244267017]"
454,244267029,"[244267029, 244267017, 244267028, 244267021, 244267001]"
455,244267032,"[244267032, 244267004, 244267027, 244267017, 244267029]"
456,244269018,"[318951022, 318951023, 354246021, 354246002, 277738011]"
457,244269019,"[318951022, 318951023, 354246021, 354246002, 277738011]"
458,244269020,"[318951018, 318951025, 256096023, 318951032, 290519008]"
459,244853002,"[244853002, 359043006, 318914001, 318951020, 318951025]"
460,244853030,"[244853030, 244853036, 350135015, 350135017, 333323018]"
461,244853032,"[244853032, 244853036, 244853030, 318951024, 359043005]"
462,244853036,"[244853036, 244853030, 244853032, 359043005, 377239008]"
463,245348002,"[245348002, 315509001, 470167002, 316008005, 315509020]"
464,247072018,"[427114016, 217207046, 342345019, 310091036, 247072025]"
465,247072020,"[427114016, 310091036, 247072025, 386399006, 310091020]"
466,247072022,"[427114016, 310091036, 247072025, 342345019, 217207046]"
467,247072023,"[427114019, 310091041, 217207045, 427114021, 427114016]"
468,247072025,"[427114019, 427114021, 427114016, 310091041, 217207045]"
469,247072026,"[427114016, 310091036, 247072025, 386399006, 310091020]"
470,247072031,"[217207047, 217207055, 310091034, 386399011, 310091014]"
471,247072032,"[427114016, 310091036, 247072025, 386399006, 310091020]"
472,249136006,"[249136023, 249136019, 249136020, 249136028, 249136034]"
473,249136011,"[249136011, 469562006, 469562050, 469562058, 469562068]"
474,249136015,"[249136023, 249136019, 249136020, 249136028, 249136034]"
475,249136019,"[249136019, 249136020, 249136028, 249136034, 249136023]"
476,249136020,"[249136019, 249136020, 249136028, 249136034, 249136023]"
477,249136022,"[249136022, 249136034, 249136019, 249136020, 249136028]"
478,249136023,"[249136023, 249136019, 249136020, 249136028, 249136034]"
479,249136025,"[249136019, 249136020, 249136028, 249136034, 249136023]"
480,249136028,"[249136019, 249136020, 249136028, 249136034, 249136023]"
481,249136034,"[249136034, 249136019, 249136020, 249136028, 249136023]"
482,250099001,"[215589001, 362219002, 341129001, 215589002, 362219001]"
483,250099002,"[362219001, 215589001, 362219002, 341129001, 215589002]"
484,250457010,"[451380012, 416157018, 451380024, 219075028, 416157003]"
485,251510001,"[251510001, 480076008, 217727003, 217727018, 480076005]"
486,252229001,"[252229001, 381187006, 380609037, 440811006, 380609038]"
487,252298002,"[252298002, 401044034, 401044037, 478549006, 401044031]"
488,252298005,"[401044031, 401044037, 252298002, 401044034, 478549006]"
489,252298006,"[478549006, 401044020, 252298002, 401044031, 401044037]"
490,252298013,"[401044031, 401044037, 252298002, 401044034, 478549006]"
491,252298014,"[252298014, 252298015, 409731006, 478549008, 381038003]"
492,252298015,"[252298015, 252298014, 478549008, 381038032, 409731006]"
493,252298016,"[252298002, 401044031, 401044037, 478549006, 401044034]"
494,253176016,"[253176016, 389892002, 449192001, 449192003, 205225001]"
495,253448001,"[153115019, 153115021, 253448056, 110065002, 110065011]"
496,253448002,"[153115021, 253448056, 110065002, 153115019, 110065011]"
497,253448003,"[110065011, 153115021, 253448056, 110065002, 253448059]"
498,253448056,"[253448056, 153115021, 110065002, 153115019, 110065011]"
499,253448059,"[253448059, 153115040, 153115043, 110065011, 153115021]"
500,253448062,"[153115043, 253448059, 153115040, 110065011, 153115021]"
501,254303049,"[254303049, 254303059, 254303050, 254303057, 254303054]"
502,254303050,"[254303050, 254303057, 254303054, 254303056, 254303049]"
503,254303051,"[254303051, 254303058, 254303055, 254303054, 254303056]"
504,254303054,"[254303054, 254303056, 254303057, 254303050, 254303059]"
505,254303055,"[254303055, 254303059, 254303049, 254303057, 254303054]"
506,254303056,"[254303054, 254303056, 254303057, 254303050, 254303059]"
507,254303057,"[254303057, 254303054, 254303056, 254303050, 254303059]"
508,254303058,"[254303058, 254303051, 254303055, 254303054, 254303056]"
509,254303059,"[254303059, 254303049, 254303057, 254303055, 254303054]"
510,254457030,"[254457039, 318914019, 318914029, 404864012, 254457033]"
511,254457031,"[277738011, 318951022, 318951023, 354246021, 354246002]"
512,254457033,"[354246021, 290519014, 354246002, 277738011, 254457039]"
513,254457034,"[318951032, 404864030, 318951002, 318951018, 318951025]"
514,254457037,"[254457039, 318914019, 318914029, 404864012, 254457033]"
515,254457038,"[354246021, 290519014, 354246002, 277738011, 254457039]"
516,254457039,"[254457039, 318914019, 318914029, 404864012, 254457033]"
517,254940026,"[254940026, 478972005, 478549001, 469682004, 463086004]"
518,255396006,"[255396010, 255396007, 216081011, 485973003, 485973013]"
519,255396007,"[255396007, 255396010, 485973002, 216081011, 255396023]"
520,255396010,"[255396010, 255396007, 255396023, 216081011, 485973003]"
521,255396018,"[255396042, 485973039, 255396023, 255396010, 485973018]"
522,255396023,"[255396023, 485973018, 255396010, 255396007, 255396042]"
523,255396024,"[255396007, 255396010, 485973002, 216081011, 255396023]"
524,255396025,"[255396010, 255396007, 216081011, 485973003, 485973013]"
525,255396033,"[255396033, 255396018, 255396042, 485973034, 485973039]"
526,255396042,"[255396042, 485973039, 255396023, 255396010, 485973018]"
527,256096022,"[354246021, 290519014, 354246002, 318951022, 318951023]"
528,256096023,"[256096023, 318951025, 319811024, 290519008, 318951032]"
529,256151014,"[256151014, 256151015, 358483006, 358483007, 472320001]"
530,256151015,"[256151015, 256151014, 358483007, 358483006, 358483009]"
531,256511038,"[256511038, 256511039, 485537021, 447264008, 485537016]"
532,256511039,"[256511039, 256511038, 447264008, 485537021, 485537016]"
533,256513038,"[256513038, 489215004, 188183001, 188183016, 489215001]"
534,257430026,"[257430026, 464695018, 341909049, 257430035, 341909036]"
535,257430027,"[257430027, 257430032, 257430029, 341909045, 341909048]"
536,257430029,"[257430029, 341909045, 257430027, 257430032, 257430030]"
537,257430030,"[257430030, 257430036, 464695004, 464695016, 257430029]"
538,257430032,"[257430027, 257430032, 257430029, 341909045, 341909048]"
539,257430035,"[257430035, 341909034, 341909049, 464695018, 257430026]"
540,257430036,"[257430030, 257430036, 464695004, 464695016, 257430029]"
541,257667055,"[257667055, 316441034, 257667061, 179123001, 179123040]"
542,257667061,"[257667061, 316441012, 316441023, 316441038, 257667055]"
543,258650001,"[453828001, 453828003, 459756003, 459756009, 459756011]"
544,260736025,"[260736025, 260736029, 260736032, 260736033, 260736028]"
545,260736026,"[260736026, 260736033, 260736032, 260736025, 260736029]"
546,260736028,"[260736028, 260736030, 260736025, 260736029, 260736032]"
547,260736029,"[260736029, 260736025, 260736032, 260736033, 260736030]"
548,260736030,"[260736030, 260736028, 260736029, 260736025, 260736032]"
549,260736032,"[260736032, 260736025, 260736029, 260736033, 260736030]"
550,260736033,"[260736033, 260736032, 260736025, 260736029, 260736026]"
551,261526007,"[261526007, 261840009, 261840008, 453065021, 453065003]"
552,261526010,"[261526010, 453065010, 453065040, 453065026, 453065033]"
553,261606001,"[261606001, 261606016, 150959011, 150959013, 261606022]"
554,261606016,"[261606016, 261606001, 150959013, 150959011, 387348017]"
555,261606022,"[261606022, 387348030, 387348018, 387348012, 387348016]"
556,261840008,"[261840008, 261840009, 261526007, 453065002, 453065021]"
557,261840009,"[261840009, 261840008, 261526007, 453065021, 453065003]"
558,262277009,"[262277009, 262277029, 262277011, 262277026, 439793009]"
559,262277011,"[262277011, 262277026, 439793010, 262277009, 262277029]"
560,262277026,"[262277026, 262277011, 262277009, 262277029, 439793010]"
561,262277029,"[262277009, 262277029, 262277011, 262277026, 439793009]"
562,264713001,"[264713028, 354307008, 179950001, 179950002, 372860052]"
563,264713028,"[264713028, 354307008, 354307004, 264713001, 179950002]"
564,264984001,"[264984001, 218354001, 215248002, 218354045, 218354020]"
565,265069012,"[265069012, 265069025, 265069021, 402065024, 402065030]"
566,265069014,"[265069014, 265069024, 265069026, 402065038, 265069020]"
567,265069020,"[265069020, 265069026, 265069014, 265069024, 402065038]"
568,265069021,"[265069021, 265069025, 265069012, 265069024, 265069014]"
569,265069024,"[265069024, 265069014, 265069026, 402065038, 265069020]"
570,265069025,"[265069025, 265069012, 265069021, 402065024, 402065030]"
571,265069026,"[265069026, 265069014, 265069024, 265069020, 402065038]"
572,265071012,"[265071012, 265071022, 265071021, 265071030, 355325003]"
573,265071013,"[265071013, 265071020, 265071027, 265071034, 265071028]"
574,265071020,"[265071020, 265071027, 265071013, 265071034, 265071028]"
575,265071021,"[265071021, 265071022, 265071030, 265071012, 265071020]"
576,265071022,"[265071022, 265071012, 265071021, 265071030, 265071020]"
577,265071025,"[265071025, 265071028, 265071034, 265071013, 265071020]"
578,265071027,"[265071020, 265071027, 265071013, 265071034, 265071028]"
579,265071028,"[265071028, 265071025, 265071034, 265071013, 265071020]"
580,265071030,"[265071030, 265071021, 265071022, 265071012, 265071020]"
581,265071034,"[265071034, 265071013, 265071020, 265071027, 265071028]"
582,265630004,"[265630004, 265630006, 342060001, 201219001, 297078002]"
583,265630006,"[265630006, 265630004, 342060001, 201219001, 201219013]"
584,266168001,"[266168001, 266168003, 164912035, 111586001, 164912039]"
585,266168003,"[266168003, 266168001, 164912035, 111586001, 164912039]"
586,266873001,"[266873001, 424432004, 266873006, 304766007, 266873009]"
587,266873006,"[266873006, 424432004, 266873001, 266873009, 304692003]"
588,266873009,"[266873009, 266873006, 424432004, 266873001, 304766009]"
589,266875001,"[266875001, 266875006, 243937028, 243937024, 111593001]"
590,266875006,"[266875006, 266875001, 243937028, 243937024, 111593001]"
591,266875012,"[266875012, 266875014, 266875019, 266875024, 266875001]"
592,266875014,"[266875012, 266875014, 266875019, 266875024, 266875001]"
593,266875015,"[266875019, 266875024, 266875012, 266875014, 243937023]"
594,266875019,"[266875019, 266875024, 266875012, 266875014, 243937023]"
595,266875022,"[266875012, 266875014, 266875019, 266875024, 243937023]"
596,266875024,"[266875024, 266875019, 266875012, 266875014, 243937023]"
597,268305001,"[268305001, 376172002, 268305007, 376172001, 268305008]"
598,268305007,"[268305007, 268305001, 376172002, 376172001, 376172006]"
599,268305008,"[268305008, 376172006, 376172001, 268305001, 268305007]"
600,268450034,"[268450034, 466948007, 466948011, 466948016, 466948028]"
601,268450035,"[268450035, 268450036, 466948008, 466948012, 466948019]"
602,268450036,"[268450036, 268450035, 466948008, 466948012, 466948019]"
603,269342021,"[269342021, 269342023, 442633007, 269342025, 269342027]"
604,269342023,"[269342021, 269342023, 442633007, 269342025, 269342027]"
605,269342025,"[269342025, 269342026, 269342027, 269342021, 269342023]"
606,269342026,"[269342026, 269342027, 269342025, 442633007, 269342021]"
607,269342027,"[269342027, 269342026, 269342025, 442633007, 269342021]"
608,270375001,"[270375001, 370594018, 370594021, 270375004, 270375006]"
609,270375004,"[270375004, 270375006, 370594020, 270375001, 370594007]"
610,270375005,"[270375005, 270375006, 270375004, 370594017, 270375001]"
611,270375006,"[270375006, 270375004, 270375001, 370594020, 270375005]"
612,270381001,"[270381001, 270381003, 270381004, 357792007, 270381013]"
613,270381003,"[270381003, 270381001, 438147002, 472844004, 215303002]"
614,270381004,"[270381004, 485414001, 485414002, 270381001, 270381003]"
615,270381007,"[270381007, 369796023, 270381013, 357792008, 270381011]"
616,270381011,"[270381011, 270381013, 485414005, 270381007, 220365007]"
617,270381013,"[270381013, 270381011, 220365007, 485414005, 270381007]"
618,270382001,"[270382001, 270382004, 270381001, 270381004, 270381003]"
619,270382004,"[270382004, 270382001, 270381011, 485414005, 270381013]"
620,272591016,"[272591016, 331093002, 238197034, 306307020, 189634001]"
621,272591023,"[272591023, 189634031, 238197030, 306307005, 238197014]"
622,272591026,"[272591016, 238197034, 306307020, 331093002, 189634001]"
623,272591028,"[331093006, 272591016, 238197034, 331093002, 306307020]"
624,272591029,"[272591016, 306307020, 238197034, 331093006, 189634001]"
625,275362021,"[275362021, 275362022, 441386001, 118458028, 441386004]"
626,275362022,"[275362022, 275362021, 441386001, 118458028, 441386008]"
